theta_x,theta_y,h_x,h_y,nc_x,nc_y,n_steps,tau_x,tau_y,mean_n,mean_m,S_x,S_y,S_xy,I_try,I
-0.03,-0.03,0.07,0.07,3000,3000,96610046460,1.98411421426341,1.97347232670808,4933.79739111825,4933.79739111825,6.25917578621591,6.25916349901073,12.374025168519,0.14431411670761,0.144305215212226
-0.03,-0.03,0.08,0.08,3000,3000,99214637346,1.8865660376754,1.86648992431399,5008.75676240005,5008.75676240005,6.23887115546195,6.23885866249085,12.3503266967342,0.127403121218613,0.12792010863096
-0.03,-0.03,0.09,0.09,3000,3000,101664010856,1.64291186233232,1.68989889559892,5077.83204484955,5077.83204484955,6.22291408058764,6.22289939351723,12.3307636280221,0.115049846082739,0.115324914667591
-0.03,-0.03,0.11,0.11,3000,3000,106220559564,1.50216094096898,1.51350899861977,5203.21076707113,5203.21076707113,6.19924052696223,6.19922806371872,12.3009998435657,0.0974687471152151,0.0970256292852056
-0.03,-0.03,0.12,0.12,3000,3000,108361895006,1.30745120313546,1.3538502797355,5260.74267893388,5260.74267893388,6.18828115718767,6.18826772568336,12.2875145454701,0.0890343374009017,0.0895141075009853
-0.03,-0.03,0.13,0.13,3000,3000,110412704986,1.2824513793743,1.29071543774511,5315.01305904994,5315.01305904994,6.17847488102312,6.1784487893189,12.2742657720898,0.0826578982522594,0.0821383082719134
-0.03,-0.03,0.14,0.14,3000,3000,112397360331,1.24981057130773,1.26326808507101,5366.88300965309,5366.88300965309,6.16970018005683,6.16967928172305,12.2626728124349,0.0767066493450077,0.0762621433868844
-0.03,-0.03,0.15,0.15,3000,3000,114317820095,1.23955452485849,1.2529956665459,5416.48645285228,5416.48645285228,6.16207970405428,6.16206565669874,12.2525741683924,0.0715711923606257,0.0710046082329931
-0.03,-0.03,0.16,0.16,3000,3000,116181194199,1.12320766278805,1.10278807553455,5463.96628344961,5463.96628344961,6.15514001327052,6.15512766156859,12.2437628323008,0.0665048425382988,0.0664931704345424
-0.03,-0.03,0.17,0.17,3000,3000,117994811997,1.0853467363004,1.060002900219,5509.43128983308,5509.43128983308,6.14816381922331,6.14815194792334,12.2349192356806,0.0613965314660128,0.0620413681183383
